[Retainability,HOSR,RSRP,RSRQ,SINR,Throughput,Distance,FaultCause]
0.912,0.429,-73.251,-19.34,16,96.471,0.885,4
0.936,0.645,-75.482,-19.229,13.246,118.402,0.889,4
0.926,0.5,-74.385,-19.264,13.688,113.586,0.913,4
0.933,0.586,-73.753,-19.238,13.587,138.136,0.92,4
0.932,0.536,-73.923,-19.301,13.855,103.717,0.886,4
0.967,0.696,-73.81,-18.866,13.72,98.767,0.88,4
0.95,0.722,-76.675,-19.495,13.154,99.128,0.918,4
0.956,0.71,-73.061,-19.554,13.361,88.569,0.904,4
0.937,0.606,-74.268,-19.322,14.743,98.93,0.891,4
0.96,0.724,-72.481,-19.371,15.114,103.75,0.852,4
0.951,0.724,-74.714,-18.417,13.703,113.928,0.91,4
0.955,0.742,-76.187,-19.522,11.962,94.174,0.847,4
0.972,0.824,-72.956,-19.176,15.103,98.767,0.865,4
0.961,0.774,-72.217,-19.119,14.591,118.862,0.84,4
0.965,0.794,-69.424,-18.657,14.812,94.174,0.868,4
0.953,0.763,-73.825,-19.188,14.225,104.676,0.889,4
0.945,0.711,-70.977,-18.753,14.422,116.05,0.911,4
0.969,0.829,-72.232,-19.014,15.717,105.676,0.873,4
0.982,0.826,-71.72,-18.403,14.497,99.128,0.887,4
0.964,0.708,-71.165,-19.493,14.316,98.219,0.906,4
0.941,0.606,-70.333,-19.837,13.206,96.408,0.957,4
0.929,0.533,-69.228,-19.419,15.297,97.553,0.926,4
0.96,0.692,-73.659,-19.468,14.856,103.135,0.907,4
0.931,0.517,-69.878,-19.83,13.423,99.362,0.921,4
0.951,0.654,-72.895,-19.036,14.313,108.548,0.9,4
0.945,0.613,-70.853,-19.337,14.911,98.767,0.924,4
0.974,0.808,-69.908,-19.07,15.07,111.488,0.913,4
0.959,0.652,-65.88,-19.349,15.922,119.627,0.927,4
0.961,0.724,-71.887,-19.067,14.56,98.434,0.922,4
0.95,0.56,-75.193,-19.504,12.185,78.382,0.958,4
0.968,0.727,-71.08,-19.447,15.751,111.797,0.917,4
0.951,0.63,-73.047,-19.4,15.396,99.228,0.906,4
0.917,0.585,-71.854,-19.976,14.942,96.248,0.955,4
0.956,0.742,-70.563,-19.518,14.583,109.334,0.934,4
0.972,0.647,-69.733,-19.005,15.093,105.456,0.903,4
0.945,0.647,-71.231,-19.435,13.853,96.374,0.917,4
0.959,0.724,-75.557,-19.679,14.104,113.961,0.901,4
0.96,0.806,-74.661,-19.536,13.24,98.767,0.952,4
0.94,0.556,-74.536,-20.07,12.842,85.262,0.936,4
0.917,0.5,-70.086,-19.419,14.812,89.032,0.945,4
0.961,0.704,-70.277,-19.352,13.952,98.653,0.911,4
0.971,0.778,-72.43,-18.779,14.453,102.788,0.94,4
0.937,0.684,-71.883,-19.161,14.275,98.767,0.927,4
0.974,0.828,-69.225,-19.303,14.093,102.98,0.921,4
0.977,0.8,-70.108,-18.896,14.396,108.874,0.924,4
0.946,0.656,-72.859,-19.326,14.359,99.228,0.955,4
0.96,0.667,-68.926,-18.739,15.421,113.847,0.957,4
0.943,0.694,-69.439,-19.604,15.002,94.08,0.892,4
0.908,0.561,-69.147,-19.82,14.943,105.659,0.946,4
0.936,0.571,-68.779,-19.283,15.053,123.662,0.906,4
0.927,0.529,-71.749,-19.585,13.771,79.014,0.879,4
0.962,0.696,-67.671,-19.07,15.56,103.888,0.926,4
0.935,0.674,-71.891,-19.841,13.22,83.329,0.927,4
0.933,0.622,-74.232,-19.682,14.312,96.471,0.96,4
0.944,0.636,-71.912,-19.207,13.644,89.032,0.881,4
0.963,0.767,-71.639,-19.001,14.259,99.228,0.913,4
0.946,0.643,-71.233,-19.398,15.038,104.842,0.943,4
0.956,0.727,-73.234,-19.779,15.776,96.449,0.95,4
0.944,0.607,-73.625,-19.197,13.313,113.981,0.946,4
0.956,0.704,-72.101,-19.256,13.494,98.668,0.865,4
0.95,0.643,-71.675,-19.647,13.622,93.747,0.963,4
0.935,0.571,-73.739,-19.655,15.081,137.445,0.873,4
0.927,0.435,-71.084,-19.044,15.222,118.165,0.904,4
0.921,0.414,-76.216,-19.259,14.65,96.471,0.864,4
0.941,0.478,-71.114,-19.14,15.983,121.278,0.906,4
0.89,0.406,-71.11,-19.768,15.107,118.521,0.927,4
0.941,0.524,-75.708,-19.398,14.778,117.275,0.889,4
0.934,0.435,-74.482,-19.444,14.59,108.527,0.872,4
0.978,0.615,-73.461,-18.627,15.877,103.888,0.865,4
0.932,0.476,-72.863,-19.558,14.462,135.811,0.913,4
0.939,0.52,-70.682,-18.942,14.573,113.814,0.895,4
0.879,0.273,-72.185,-19.727,15.573,118.165,0.899,4
0.909,0.543,-71.811,-19.683,15.26,103.854,0.921,4
0.949,0.474,-72.513,-19.393,15.315,119.523,0.87,4
0.935,0.536,-73.441,-19.746,15.06,108.874,0.908,4
0.915,0.292,-72.114,-19.29,15.062,113.847,0.897,4
0.92,0.346,-72.093,-19.392,14.866,113.387,0.884,4
0.916,0.529,-71.407,-19.628,15.491,99.228,0.891,4
0.921,0.227,-73.952,-19.8,14.029,99.688,0.89,4
0.926,0.458,-72.591,-19.001,14.754,125.685,0.902,4
0.904,0.457,-70.914,-19.706,15.112,112.419,0.875,4
0.903,0.457,-72.6,-19.481,16.061,99.228,0.886,4
0.91,0.55,-72.611,-20.205,14.834,89.032,0.906,4
0.942,0.421,-71.535,-18.733,16.224,123.086,0.873,4
0.911,0.438,-72.62,-19.855,15.224,98.668,0.926,4
0.92,0.484,-75.053,-19.795,13.983,94.174,0.923,4
0.944,0.48,-73.954,-19.196,15.19,96.181,0.887,4
0.911,0.485,-72.979,-19.37,15.094,121.278,0.933,4
0.936,0.548,-71.629,-19.285,15.543,99.228,0.859,4
0.921,0.385,-74.542,-19.354,14.57,113.928,0.956,4
0.904,0.387,-72.967,-20.08,14.937,94.64,0.901,4
0.916,0.379,-73.603,-19.433,15.392,101.481,0.87,4
0.933,0.364,-72.854,-19.374,15.471,103.75,0.895,4
0.897,0.444,-70.908,-19.771,15,100.975,0.916,4
0.912,0.485,-73.359,-19.499,15.16,124.034,0.909,4
0.909,0.406,-72.341,-19.513,14.57,94.08,0.916,4
0.948,0.593,-71.946,-19.425,15.558,99.98,0.871,4
0.919,0.36,-72.979,-19.663,14.52,118.402,0.904,4
0.885,0.366,-72.842,-19.939,14.934,88.048,0.927,4
0.927,0.393,-73.103,-18.689,15.162,108.874,0.886,4
0.893,0.4,-71.933,-19.252,14.231,98.441,0.929,4
0.918,0.308,-71.199,-19.586,15.569,130.307,0.89,4
0.94,0.421,-70.767,-19.452,16.25,128.242,0.885,4
0.96,0.692,-73.931,-19.646,14.596,121.156,0.864,4
0.955,0.6,-72.152,-18.984,15.537,123.91,0.899,4
0.962,0.563,-74.42,-18.478,13.524,135.135,0.886,4
0.959,0.619,-72.918,-19.22,14.902,113.501,0.897,4
0.946,0.6,-74.319,-18.538,14.115,113.961,0.864,4
0.941,0.647,-75.142,-19.615,13.159,98.668,0.906,4
0.957,0.7,-73.162,-19.192,13.777,99.228,0.893,4
0.966,0.731,-74.441,-19.486,13.226,98.767,0.889,4
0.964,0.708,-73.656,-19.708,13.398,102.705,0.875,4
0.932,0.563,-71.994,-19.197,15.024,113.928,0.882,4
0.99,0.889,-73.943,-18.123,14.32,112.896,0.852,4
0.952,0.679,-75.284,-19.387,13.055,103.784,0.881,4
0.93,0.576,-75.501,-19.633,12.693,98.93,0.893,4
0.959,0.667,-74.377,-19.224,13.613,103.888,0.927,4
0.956,0.692,-73.444,-19.209,14.009,108.859,0.895,4
0.921,0.628,-72.538,-19.448,14.594,103.717,0.915,4
0.944,0.697,-74.573,-19.599,13.453,99.228,0.921,4
0.925,0.545,-76.009,-19.408,13.131,112.023,0.898,4
0.91,0.526,-74.467,-19.764,13.653,97.977,0.919,4
0.943,0.538,-69.901,-18.941,15.203,99.128,0.886,4
0.974,0.8,-71.85,-19.084,14.356,98.93,0.905,4
0.948,0.609,-74.721,-19.392,13.56,118.165,0.913,4
0.934,0.606,-74.89,-19.193,13.32,94.033,0.883,4
0.961,0.788,-73.064,-19.312,13.189,96.471,0.885,4
0.931,0.615,-72.745,-19.349,15.252,98.767,0.887,4
0.932,0.348,-74.631,-19.516,13.054,98.93,0.869,4
0.949,0.6,-73.968,-18.936,14.324,103.358,0.846,4
0.944,0.656,-73.539,-19.467,13.524,96.374,0.895,4
0.969,0.828,-75.053,-19.308,12.816,103.821,0.888,4
0.99,0.889,-70.977,-18.942,15.744,99.228,0.905,4
0.927,0.649,-73.64,-19.907,14.204,93.747,0.905,4
0.945,0.676,-72.759,-19.715,13.844,98.834,0.909,4
0.949,0.686,-74.571,-19.573,14.316,89.032,0.916,4
0.933,0.576,-72.155,-19.447,14.846,96.471,0.861,4
0.922,0.575,-75.253,-19.667,13.682,90.868,0.903,4
0.939,0.391,-72.801,-19.233,14.043,96.374,0.91,4
0.969,0.8,-74.831,-18.954,14.114,99.128,0.883,4
0.93,0.641,-74.928,-19.646,12.524,97.292,0.916,4
0.94,0.649,-72.053,-19.56,14.363,95.986,0.913,4
0.958,0.609,-72.963,-18.778,14.814,99.228,0.909,4
0.97,0.739,-73.514,-19.206,14.254,98.702,0.857,4
0.961,0.68,-74.5,-19.002,14.097,113.503,0.878,4
0.933,0.676,-71.762,-19.302,13.818,114.7,0.86,4
0.947,0.719,-74.783,-19.047,13.647,113.928,0.898,4
0.963,0.742,-73.273,-18.414,13.687,98.471,0.862,4
0.995,0.966,-70.678,-19.239,15.114,113.928,0.907,4
0.979,0.818,-70.225,-18.877,14.082,108.481,0.852,4
0.974,0.853,-72.531,-19.05,13.904,96.181,0.914,4
0.967,0.788,-71.817,-18.544,14.676,94.174,0.875,4
0.95,0.756,-72.558,-19.216,12.404,93.747,0.884,4
0.972,0.891,-72.675,-19.118,14.159,98.93,0.877,4
0.968,0.842,-70.484,-19.396,14.104,108.547,0.929,4
0.946,0.804,-71.437,-18.956,13.89,98.767,0.865,4
0.974,0.792,-73.014,-19.114,14.718,104.281,0.905,4
0.959,0.704,-71.088,-18.84,14.531,103.165,0.874,4
0.98,0.882,-73.102,-18.718,14.708,118.402,0.856,4
0.957,0.724,-73.958,-19.152,12.768,98.93,0.876,4
0.951,0.69,-73.05,-19.374,14.289,128.234,0.948,4
0.989,0.931,-72.289,-18.823,13.489,113.814,0.872,4
0.97,0.806,-74.012,-18.843,13.438,96.374,0.866,4
0.954,0.742,-71.584,-18.873,13.244,96.666,0.852,4
0.972,0.778,-71.744,-18.511,13.255,98.767,0.851,4
0.99,0.935,-71.332,-18.608,14.386,98.834,0.881,4
0.959,0.68,-69.264,-18.501,14.738,111.093,0.87,4
0.928,0.588,-72.337,-19.017,13.684,94.174,0.889,4
0.953,0.73,-70.389,-18.525,15.089,98.471,0.854,4
0.972,0.778,-72.349,-19.113,14.194,98.93,0.872,4
0.92,0.706,-70.491,-19.422,13.866,98.668,0.889,4
0.957,0.795,-71.747,-19.291,14.286,99.128,0.908,4
0.975,0.853,-71.918,-18.84,13.679,99.228,0.9,4
0.979,0.818,-68.121,-18.466,15.348,120.517,0.877,4
0.995,0.97,-72.076,-18.663,15.383,103.135,0.89,4
0.962,0.75,-72.39,-18.987,14.078,103.854,0.895,4
0.985,0.912,-75.142,-18.91,14.024,98.668,0.886,4
0.963,0.781,-70.683,-18.869,14.714,98.93,0.855,4
0.966,0.767,-72.408,-18.763,14.243,98.668,0.868,4
0.961,0.829,-71.549,-19.011,13.214,113.501,0.881,4
0.957,0.758,-70.281,-18.449,15.254,96.471,0.848,4
0.96,0.742,-71.471,-18.663,13.166,98.767,0.882,4
0.982,0.875,-73.121,-19.05,14.06,87.086,0.896,4
0.945,0.75,-71.498,-19.606,14.102,121.156,0.921,4
0.952,0.64,-74.122,-18.998,14.03,113.016,0.888,4
0.977,0.808,-70.566,-18.141,15.107,98.668,0.863,4
0.956,0.679,-73.065,-18.673,14.409,108.515,0.884,4
0.996,0.989,-77.43,-18.469,12.142,78.935,1.334,5
0.988,0.976,-77.173,-18.267,11.838,79.156,1.356,5
0.996,1,-77.014,-18.436,12.015,74.421,1.33,5
0.996,0.99,-78.415,-18.488,11.578,78.31,1.378,5
0.995,0.991,-76.318,-18.335,12.095,74.421,1.305,5
0.991,0.978,-77.784,-18.638,12.149,78.935,1.369,5
0.991,0.98,-78.162,-18.504,12.043,73.994,1.331,5
0.992,0.979,-76.934,-18.258,12.262,73.687,1.214,5
0.976,0.946,-77.813,-18.215,11.828,74.421,1.345,5
0.981,0.951,-77.352,-18.481,11.685,74.197,1.326,5
0.991,0.978,-76.067,-18.344,13.548,93.059,1.401,5
1,1,-79.057,-18.171,12.117,74.421,1.256,5
0.988,0.987,-75.772,-18.31,12.765,74.421,1.319,5
0.996,0.988,-76.701,-17.889,12.972,97.155,1.304,5
1,1,-77.037,-18.111,12.851,78.935,1.305,5
0.996,0.988,-78.151,-18.184,12.5,78.935,1.344,5
0.996,0.989,-77.4,-18.148,12.071,83.94,1.389,5
0.993,0.981,-78.505,-18.323,12.558,78.935,1.363,5
0.977,0.935,-75.836,-18.264,12.481,83.983,1.368,5
0.996,0.988,-75.554,-18.091,12.617,89.099,1.34,5
0.988,0.966,-76.627,-18.218,13.569,84.067,1.191,5
0.984,0.972,-79.986,-18.393,13.091,78.895,1.314,5
0.988,0.979,-79.404,-18.22,12.831,74.421,1.216,5
0.992,0.979,-79.704,-17.941,13.596,74.421,1.219,5
0.996,0.987,-77.803,-18.17,13.87,84.017,1.189,5
0.989,0.963,-78.994,-18.061,12.904,88.887,1.128,5
0.992,0.977,-78.381,-18.075,13.249,89.032,1.232,5
0.981,0.953,-78.706,-18.11,13.318,78.935,1.161,5
0.972,0.931,-77.605,-18.221,14.148,89.121,1.2,5
0.991,0.974,-79.925,-17.937,12.782,88.853,1.148,5
0.984,0.953,-76.592,-18.047,13.32,85.347,1.237,5
0.988,0.963,-77.116,-17.99,12.931,83.775,1.231,5
0.992,0.971,-76.263,-17.95,13.296,86.498,1.114,5
0.975,0.914,-77.014,-17.968,13.35,84.067,1.192,5
0.996,0.986,-76.535,-18.098,13.373,84.101,1.212,5
0.984,0.951,-76.514,-17.929,12.734,79.014,1.125,5
0.996,0.989,-76.248,-18.304,12.605,79.014,1.144,5
0.992,0.978,-75.755,-17.947,13.524,88.373,1.119,5
0.983,0.981,-77.49,-18.291,12.616,73.594,1.222,5
0.983,0.954,-76.748,-18.22,13.201,88.97,1.214,5
0.996,0.984,-78.111,-17.87,12.781,89.121,1.14,5
1,1,-76.935,-18.257,12.785,84.561,1.242,5
0.992,0.979,-76.3,-18.399,11.723,73.994,1.37,5
0.991,0.98,-78.157,-18.359,11.821,73.994,1.337,5
1,1,-77.796,-17.901,12.745,93.781,1.174,5
1,1,-77.152,-18.282,11.765,78.482,1.327,5
0.987,0.963,-76.12,-18.315,12.127,78.81,1.187,5
0.992,0.983,-75.952,-18.499,13.155,74.346,1.318,5
1,1,-76.324,-18.34,12.931,74.421,1.298,5
1,1,-79.164,-18.028,12.117,93.654,1.299,5
0.996,0.99,-77.711,-18.342,12.044,74.346,1.323,5
1,1,-76.795,-18.196,12.035,78.777,1.245,5
0.991,0.981,-76.623,-18.137,12.561,74.421,1.288,5
1,1,-76.983,-18.306,13.389,83.815,1.342,5
1,1,-76.512,-18.137,12.78,79.014,1.183,5
0.992,0.971,-78.976,-18.367,11.904,79.934,1.29,5
1,1,-76.312,-18.362,12.35,74.346,1.183,5
0.985,0.96,-76.628,-18.318,12.88,84.101,1.375,5
0.996,0.99,-76.359,-18.437,12.336,74.421,1.529,5
0.991,0.978,-76.058,-18.249,12.548,74.197,1.267,5
0.996,0.989,-76.733,-18.256,12.154,77.926,1.346,5
1,1,-78.61,-18.518,11.942,74.424,1.327,5
0.987,0.976,-77.118,-18.301,12.475,74.421,1.324,5
0.981,0.964,-77.298,-18.574,11.666,69.298,1.35,5
0.996,0.987,-76.35,-18.035,12.718,78.935,1.312,5
0.984,0.956,-77.998,-18.18,11.535,74.421,1.327,5
0.974,0.957,-79.152,-18.37,11.481,69.367,1.522,5
0.996,0.989,-76.131,-18.376,12.043,73.994,1.34,5
0.996,0.989,-76.87,-18.259,12.429,74.309,1.266,5
0.996,0.99,-77.293,-18.424,11.829,73.772,1.333,5
0.996,0.988,-77.994,-18.344,11.692,78.935,1.286,5
0.986,0.978,-77.673,-18.346,11.092,73.92,1.202,5
0.992,0.981,-78.3,-18.599,12.359,74.421,1.647,5
0.996,0.988,-78.561,-18.092,12.61,78.382,1.275,5
0.996,0.989,-77.86,-18.418,11.596,66.97,1.296,5
0.984,0.962,-77.288,-18.216,12.588,74.421,1.303,5
0.988,0.968,-78.761,-18.274,11.921,74.346,1.369,5
0.996,0.989,-77.734,-18.342,12.078,73.994,1.303,5
0.978,0.953,-77.913,-18.276,12.951,78.968,1.288,5
0.992,0.978,-77.172,-18.159,12.413,78.935,1.521,5
1,1,-76.566,-18.518,13.005,81.525,1.33,5
0.988,0.972,-77.935,-18.709,11.756,65.528,1.354,5
0.996,0.989,-76.418,-18.25,12.463,74.197,1.312,5
0.98,0.944,-78.041,-18.021,13.058,89.032,1.339,5
1,1,-78.25,-18.178,12.937,94.08,1.497,5
1,1,-76.233,-17.797,12.398,78.777,1.218,5
0.996,0.988,-74.434,-18.149,12.614,80.163,1.298,5
0.996,0.989,-78.185,-18.176,11.843,76.103,1.351,5
0.996,0.988,-76.434,-17.749,12.47,74.421,1.27,5
0.992,0.978,-77.229,-18.232,12.553,79.014,1.542,5
0.995,0.988,-77.676,-18.061,12.608,84.017,1.128,5
0.992,0.985,-77.465,-17.802,12.369,93.747,1.232,5
0.987,0.964,-76.083,-18.014,13.5,94.08,1.087,5
0.992,0.976,-78.725,-17.962,11.875,75.308,1.271,5
0.992,0.975,-77.926,-18.115,12.56,79.474,1.181,5
1,1,-78.192,-18.044,12.533,78.935,1.239,5
0.968,0.925,-76.492,-17.972,12.807,89.121,1.235,5
0.996,0.99,-77.965,-18.307,12.676,78.935,1.412,5
0.987,0.967,-78.001,-18.192,11.862,78.435,1.365,5
0.996,0.989,-76.861,-18.341,12.239,88.326,1.373,5
0.992,0.977,-77.115,-18.036,12.766,80.61,1.257,5
0.991,0.988,-78.766,-18.156,12.597,88.853,1.527,5
0.983,0.952,-76.613,-17.854,12.593,78.935,1.212,5
0.995,0.988,-76.963,-18.033,12.332,78.935,1.343,5
0.987,0.962,-75.463,-17.917,12.985,94.174,1.327,5
1,1,-75.567,-18.228,12.327,78.343,1.325,5
0.992,0.978,-78.507,-18.045,11.98,74.421,1.308,5
0.993,0.974,-78.276,-17.89,12.085,74.421,1.217,5
1,1,-77.885,-17.61,12.867,89.032,1.102,5
0.996,1,-76.757,-18.085,12.471,88.853,1.37,5
0.996,0.989,-76.697,-18.145,12.244,74.421,1.236,5
1,1,-76.804,-18.087,12.693,76.645,1.371,5
1,1,-80.575,-18.086,11.983,74.454,1.151,5
0.995,0.989,-76.439,-18.226,13.102,83.086,1.307,5
0.996,0.99,-77.195,-18.113,12.307,78.359,1.391,5
0.992,0.976,-78.516,-18.055,12.35,89.065,1.258,5
0.996,0.988,-76.813,-18.32,12.538,78.935,1.538,5
0.996,0.988,-79.196,-18.093,12.035,79.474,1.346,5
0.996,0.991,-79.037,-18.008,11.822,73.994,1.291,5
0.984,0.973,-76.199,-17.975,12.229,74.297,1.095,5
0.989,0.955,-76.827,-17.963,12.477,89.154,1.304,5
0.988,0.982,-78.886,-18.361,11.773,74.421,1.482,5
0.992,0.989,-79.02,-18.249,12.553,78.777,1.36,5
0.988,0.964,-77.935,-18.224,12.453,79.047,1.376,5
0.996,0.987,-76.863,-17.897,12.647,88.441,1.178,5
0.996,0.987,-77.05,-18.138,12.817,88.658,1.226,5
0.996,0.989,-78.978,-18.154,13.009,84.101,1.247,5
0.996,1,-78.49,-17.726,13.398,79.014,1.163,5
0.996,0.987,-78.995,-17.927,14.196,89.121,1.182,5
0.986,0.963,-78.398,-18.181,13.116,98.357,1.263,5
0.996,0.987,-78.334,-17.907,13.358,78.935,1.152,5
0.992,0.98,-78.613,-18.155,13.36,88.408,1.23,5
0.992,0.977,-78.561,-17.996,13.43,79.047,1.147,5
0.992,0.985,-79.195,-17.993,13.393,89.121,1.105,5
1,1,-78.464,-18.252,13.323,89.121,1.139,5
0.996,0.988,-79.613,-18.082,13.232,79.014,1.197,5
1,1,-78.96,-17.614,13.881,90.04,1.123,5
0.987,0.963,-78.577,-17.984,13.233,79.014,1.212,5
0.991,0.979,-76.99,-18.174,13.894,89.065,1.156,5
1,1,-77.352,-17.791,14.33,96.181,1.146,5
1,1,-77.025,-17.904,13.791,79.014,1.144,5
1,1,-78.303,-18.164,13.56,81.771,1.162,5
0.996,0.986,-78.415,-17.876,13.63,88.853,1.16,5
0.996,0.989,-78.267,-18.192,13.312,98.619,1.22,5
1,1,-77.419,-18.018,13.616,78.935,1.135,5
0.996,1,-77.031,-17.82,14.383,89.032,1.066,5
0.996,0.989,-78.217,-18.368,13.815,78.935,1.257,5
0.984,0.96,-78.471,-18.153,13.706,79.047,1.21,5
0.996,0.988,-77.767,-18.059,13.787,87.667,1.326,5
0.996,0.989,-79.518,-18.155,13.066,81.689,1.181,5
1,1,-78.258,-17.917,13.102,79.014,1.15,5
1,1,-78.6,-17.886,14.049,84.067,1.147,5
0.996,0.984,-77.479,-17.856,13.654,94.174,1.123,5
1,1,-77.233,-18.194,13.648,89.121,1.257,5
1,1,-78.917,-17.943,12.992,78.757,1.171,5
0.991,0.98,-78.787,-18.09,12.264,75.095,1.089,5
0.992,0.977,-78.342,-17.969,13.917,84.528,1.168,5
0.996,0.99,-79.415,-18.059,12.56,78.935,1.155,5
0.992,0.978,-77.408,-18.366,13.716,82.927,1.15,5
0.985,0.956,-79.83,-18.021,13.197,79.014,1.149,5
0.996,0.988,-77.941,-17.989,14.226,88.408,1.128,5
0.996,0.989,-79.354,-18.016,13.052,81.689,1.172,5
0.996,0.987,-78.1,-18.221,12.972,78.968,1.196,5
0.995,0.991,-79.489,-18.282,13.195,88.194,1.228,5
1,1,-80.233,-18.26,11.984,79.081,1.151,5
0.996,0.985,-78.959,-17.673,13.521,89.032,1.123,5
1,1,-78.281,-17.917,14.578,94.191,1.167,5
0.985,0.964,-78.13,-18.505,12.168,69.367,1.204,5
1,1,-78.026,-18.344,13.343,83.983,1.216,5
0.992,0.971,-76.37,-18.176,13.032,89.121,1.154,5
0.991,0.977,-77.185,-18.153,11.735,79.014,1.2,5
1,1,-77.884,-18.397,13.251,83.624,1.234,5
0.996,0.988,-76.433,-18.07,13.06,84.067,1.183,5
0.995,1,-78.017,-17.97,12.67,94.08,1.105,5
1,1,-76.578,-18.222,13.09,88.853,1.232,5
1,1,-76.673,-18.117,13.961,95.6,1.108,5
0.988,0.963,-76.498,-17.908,13.613,95.489,1.142,5
0.987,0.955,-76.676,-17.968,12.453,87.917,1.078,5
1,1,-77.695,-18.079,12.669,81.689,1.192,5
1,1,-77.399,-17.987,12.735,89.95,1.174,5
1,1,-78.024,-18.033,12.876,79.047,1.167,5
0.996,0.986,-78.69,-18.272,13.241,89.121,1.201,5
1,1,-76.8,-17.956,13.948,96.471,1.095,5
0.988,0.957,-76.091,-18.147,13.165,98.372,1.245,5
0.996,0.988,-76.801,-18.292,13.64,96.374,1.254,5
0.992,0.976,-78.588,-17.969,12.946,84.067,1.113,5
0.991,0.974,-78.043,-17.827,13.305,89.121,1.136,5
0.992,0.975,-78.408,-17.982,12.845,88.728,1.225,5
1,1,-76.27,-18.333,13.074,85.347,1.189,5
0.996,0.986,-75.925,-18.138,13.032,79.081,1.209,5
0.992,0.975,-77.171,-18.078,13.52,94.174,1.133,5
0.992,0.976,-76.031,-18.08,13.518,88.853,1.253,5
1,1,-78.052,-17.922,13.942,94.08,1.154,5
0.996,0.987,-75.892,-18.034,13.065,79.474,1.106,5
0.989,0.957,-75.349,-18.138,14.667,94.08,1.109,5
1,1,-77.554,-18.213,12.607,89.065,1.214,5
0.976,0.955,-76.939,-17.996,13.343,89.769,1.232,5
0.996,0.989,-77.65,-18.131,12.865,81.011,1.237,5
0.996,0.986,-77.905,-18.096,12.996,89.032,1.112,5
0.996,0.988,-76.289,-17.928,13.259,79.014,1.104,5
0.991,0.977,-76.838,-18.184,12.799,84.443,1.135,5
1,1,-77.079,-18.34,13.116,78.935,1.114,5
0.992,0.976,-76.486,-18.051,13.436,78.935,1.127,5
0.992,0.97,-76.489,-17.952,13.101,88.853,1.137,5
0.981,0.944,-76.489,-18.02,12.901,79.047,1.13,5
0.996,0.986,-78.199,-17.835,13.107,88.853,1.134,5
0.987,0.967,-78.439,-18.164,12.713,84.443,1.14,5
0.987,0.969,-77.269,-17.987,12.888,89.065,1.146,5
0.996,0.986,-76.964,-17.833,13.281,89.065,1.055,5
0.992,0.978,-77.926,-18.266,12.784,74.214,1.211,5
0.996,0.987,-77.664,-18.17,12.926,84.528,1.136,5
0.992,0.978,-77.562,-18.173,13.397,84.101,1.294,5
0.935,0.833,-78.721,-19.731,7.955,116.065,0.664,6
0.967,0.914,-79.731,-19.713,7.021,103.843,0.675,6
0.94,0.857,-78.019,-18.774,8.762,152.682,0.662,6
0.98,0.92,-77.783,-19.157,9.493,146.677,0.677,6
0.964,0.897,-79.93,-19.992,7.243,117.869,0.684,6
0.961,0.897,-78.283,-19.925,8.219,124.054,0.711,6
0.951,0.862,-78.034,-20.282,9.023,133.271,0.68,6
0.957,0.867,-80.45,-19.68,7.684,116.37,0.674,6
0.987,0.962,-78.633,-19.566,8.049,135.67,0.677,6
0.949,0.867,-79.907,-19.655,7.274,113.387,0.683,6
0.965,0.914,-77.745,-18.95,9.57,148.395,0.703,6
0.99,0.974,-76.865,-19.11,10.572,128.242,0.7,6
0.989,0.955,-76.814,-19.002,10.438,177.479,0.714,6
0.976,0.939,-78.943,-18.646,10.498,143.788,0.744,6
0.958,0.892,-75.602,-19.325,11.52,160.624,0.759,6
0.99,0.97,-79.15,-18.775,11.004,150.997,0.721,6
0.967,0.897,-78.942,-19.295,10.482,163.33,0.732,6
1,1,-78.826,-19.136,9.934,146.997,0.707,6
0.978,0.946,-78.469,-19.424,9.757,138.274,0.731,6
0.968,0.903,-76.086,-18.316,11.842,161.703,0.676,6
1,1,-74.224,-19.036,10.405,137.859,0.754,6
0.975,0.903,-75.201,-19.339,9.842,118.521,0.781,6
0.974,0.963,-75.269,-18.841,10.06,147.575,0.738,6
0.982,0.923,-75.167,-18.911,11.322,142.983,0.738,6
1,1,-79.105,-18.948,9.778,123.484,0.747,6
0.989,0.97,-75.235,-19.145,10.91,143.788,0.707,6
0.98,0.939,-74.282,-19.138,9.383,137.948,0.72,6
1,1,-74.302,-19.255,9.982,132.602,0.769,6
0.98,0.941,-74.062,-19.177,10.675,134.89,0.761,6
0.981,0.929,-73.733,-19.042,9.53,128.106,0.74,6
0.972,0.933,-78.239,-19.476,8.955,148.841,0.715,6
0.976,0.941,-76.204,-18.934,9.301,147.726,0.689,6
0.98,0.923,-78.443,-19.134,9.436,134.141,0.741,6
0.989,0.967,-76.061,-18.74,10.228,148.233,0.68,6
0.953,0.87,-76.422,-18.803,9.62,182.969,0.681,6
1,1,-73.399,-18.838,10.256,186.685,0.736,6
0.988,0.966,-77.623,-19.252,9.081,161.583,0.715,6
0.99,0.975,-77.156,-18.763,9.56,138.734,0.743,6
0.959,0.933,-75.8,-18.919,9.812,169.352,0.729,6
0.95,0.844,-75.008,-19.611,10.113,163.378,0.755,6
0.955,0.846,-77.188,-19.344,8.401,132.148,0.665,6
0.974,0.941,-78.332,-19.417,8.459,117.227,0.661,6
0.917,0.857,-77.719,-19.514,9.536,147.336,0.711,6
